object_position,object_orientation,robot_pose,object_name,object_mass,object_friction,position_noise,orientation_noise,pregrasp_reward,grasp_reward,pregrasp_grasp_checkpoint,grasp_checkpoint
"[0.5, 0.0, 0.034500001295836295]","[0.0, 0.0, 0.0, 1.0]","[0.5166384316922596, 0.02822957618015219, 0.29723296573205765]",cylinder,0.378791877,0.559239077,"[0, 0, 0]",0,525.4121961,505.4553189,sac_checkpoint_PandaEnv_2024-01-01_16-25-04,sac_checkpoint_PandaEnv_2023-12-31_16-43-58
"[0.5, 0.0, 0.034500001313297446]","[0.0, 0.0, 0.0, 1.0]","[0.5187006398717934, -0.039806363928591174, 0.2930629051361309]",cylinder,0.384375269,0.965701662,"[0, 0, 0]",0,520.6049747,505.4832991,sac_checkpoint_PandaEnv_2024-01-01_16-25-04,sac_checkpoint_PandaEnv_2023-12-31_16-43-58
"[0.5, 0.0, 0.021999999999049603]","[0.0, 0.0, 0.0, 1.0]","[0.5425034808815365, -0.0013442242585501654, 0.29368117290235835]",cube,0.355941728,0.457115813,"[0, 0, 0]",0,518.1927165,508.2763675,sac_checkpoint_PandaEnv_2024-01-01_16-25-04,sac_checkpoint_PandaEnv_2023-12-31_16-43-58
"[0.5, 0.0, 0.03450000075132294]","[0.0, 0.0, 0.0, 1.0]","[0.5494992471584359, -0.04187949697944106, 0.26813771427933736]",cylinder,0.228095172,0.453342921,"[0, 0, 0]",0,517.8999805,2.751576654,sac_checkpoint_PandaEnv_2024-01-01_16-25-04,sac_checkpoint_PandaEnv_2023-12-31_16-43-58
"[0.5, 0.0, 0.02199999999796015]","[0.0, 0.0, 0.0, 1.0]","[0.45307014976824067, 0.04599485091644205, 0.24655391775463265]",cube,0.760190654,0.939091912,"[0, 0, 0]",0,516.3929459,502.8,sac_checkpoint_PandaEnv_2024-01-01_16-25-04,sac_checkpoint_PandaEnv_2023-12-31_16-43-58
"[0.5, 0.0, 0.021999999999465534]","[0.0, 0.0, 0.0, 1.0]","[0.5387271093898715, -0.005033646150905582, 0.2698707248373544]",cube,0.201607082,0.714665017,"[0, 0, 0]",0,515.5495029,495.78605,sac_checkpoint_PandaEnv_2024-01-01_16-25-04,sac_checkpoint_PandaEnv_2023-12-31_16-43-58
"[0.5, 0.0, 0.029000099246818428]","[0.0, 0.0, 0.0, 1.0]","[0.531266298136537, 0.004241537588062963, 0.28524834984689706]",stone,0.57642523,0.873985643,"[0, 0, 0]",0,515.5277598,505.5006223,sac_checkpoint_PandaEnv_2024-01-01_16-25-04,sac_checkpoint_PandaEnv_2023-12-31_16-43-58
"[0.5, 0.0, 0.03450000257722042]","[0.0, 0.0, 0.0, 1.0]","[0.514550944116277, -0.015826436001274494, 0.2971329669818013]",cylinder,0.73563728,0.499002061,"[0, 0, 0]",0,515.3641629,2.758609175,sac_checkpoint_PandaEnv_2024-01-01_16-25-04,sac_checkpoint_PandaEnv_2023-12-31_16-43-58
"[0.5, 0.0, 0.021999999999046258]","[0.0, 0.0, 0.0, 1.0]","[0.5330737710532412, -0.0032774811991913913, 0.29149148857809504]",cube,0.357181608,0.746944149,"[0, 0, 0]",0,515.0011358,498.5700842,sac_checkpoint_PandaEnv_2024-01-01_16-25-04,sac_checkpoint_PandaEnv_2023-12-31_16-43-58
"[0.5, 0.0, 0.03450000113905785]","[0.0, 0.0, 0.0, 1.0]","[0.5329461349890244, 0.035149874853099256, 0.2783726498706142]",cylinder,0.33625407,0.909976392,"[0, 0, 0]",0,514.4823129,502.747758,sac_checkpoint_PandaEnv_2024-01-01_16-25-04,sac_checkpoint_PandaEnv_2023-12-31_16-43-58
