object_position,object_orientation,robot_pose,object_name,object_mass,object_friction,position_noise,orientation_noise,pregrasp_reward,grasp_reward,pregrasp_grasp_checkpoint,grasp_checkpoint
"[0.5375668417781782, -0.060680141471912835, 0.029000077658748024]","[0.0, 0.0, -0.4569141147233095, 0.8895108159919217]","[0.5385689579176905, 0.004267268513617049, 0.2848961022535058]",stone,0.517214092,0.571240809,"[0, 0, 0]",0,509.5289633,515.4990126,sac_checkpoint_PandaEnv_2024-01-01_16-25-04,sac_checkpoint_PandaEnv_2023-12-31_16-43-58
"[0.5126603912933957, 0.016761611062302284, 0.029000062189079957]","[0.0, 0.0, -0.5027195119827987, 0.8644495892021562]","[0.5237053652084327, 0.03750088270511691, 0.2014790103850466]",stone,0.761322655,0.543669504,"[0, 0, 0]",0,508.4562326,515.2409211,sac_checkpoint_PandaEnv_2024-01-01_16-25-04,sac_checkpoint_PandaEnv_2023-12-31_16-43-58
"[0.46757745125515443, 0.057927934794488364, 0.029000099450622856]","[0.0, 0.0, 0.4545040119985031, 0.8907446901762954]","[0.5471037496220411, -0.034784510773819416, 0.2875851002817953]",stone,0.603555748,0.976889037,"[0, 0, 0]",0,520.556316,512.7807866,sac_checkpoint_PandaEnv_2024-01-01_16-25-04,sac_checkpoint_PandaEnv_2023-12-31_16-43-58
"[0.518275508038986, 0.017040154647011058, 0.029000096774587612]","[0.0, 0.0, 0.4425365436233812, 0.8967504711779477]","[0.5319957492154447, 0.031231984429998277, 0.2935615482726825]",stone,0.302845992,0.584651246,"[0, 0, 0]",0,514.1084864,512.720174,sac_checkpoint_PandaEnv_2024-01-01_16-25-04,sac_checkpoint_PandaEnv_2023-12-31_16-43-58
"[0.5266124501779947, 0.043661978663024306, 0.02900009266348675]","[0.0, 0.0, -0.3480167068942819, 0.9374883315126965]","[0.5042318340747289, -0.023170145564552228, 0.2845572335486774]",stone,0.381607238,0.867909055,"[0, 0, 0]",0,510.9616103,510.3454718,sac_checkpoint_PandaEnv_2024-01-01_16-25-04,sac_checkpoint_PandaEnv_2023-12-31_16-43-58
"[0.4842683243670795, 0.037833537580323706, 0.029000078140158193]","[0.0, 0.0, 0.4019449204744069, 0.9156638471102934]","[0.527400907349646, 0.0051787302671254185, 0.27829024133080876]",stone,0.367336303,0.603671879,"[0, 0, 0]",0,527.6692659,510.1174099,sac_checkpoint_PandaEnv_2024-01-01_16-25-04,sac_checkpoint_PandaEnv_2023-12-31_16-43-58
"[0.46110579127605483, -0.033835904833120746, 0.029000104541026663]","[0.0, 0.0, 0.4707522812451468, 0.8822654304133707]","[0.45186755780072685, 0.0010879316537800582, 0.25697160664740426]",stone,0.525550691,0.603825424,"[0, 0, 0]",0,505.0709373,509.8535042,sac_checkpoint_PandaEnv_2024-01-01_16-25-04,sac_checkpoint_PandaEnv_2023-12-31_16-43-58
"[0.45215933390294494, -0.018068392030562402, 0.029000096286616355]","[0.0, 0.0, -0.24949414993762906, 0.968376305548055]","[0.5347023427540525, 0.045843017902827035, 0.2162257418900691]",stone,0.475183998,0.552815666,"[0, 0, 0]",0,512.6047659,507.9042364,sac_checkpoint_PandaEnv_2024-01-01_16-25-04,sac_checkpoint_PandaEnv_2023-12-31_16-43-58
"[0.47239954505679915, 0.058915306465549114, 0.0290000540409742]","[0.0, 0.0, 0.2642713791989217, 0.9644483594969198]","[0.4567962317525894, -0.035046984082215904, 0.2284257167209708]",stone,0.544305076,0.852338425,"[0, 0, 0]",0,509.5779458,507.7702618,sac_checkpoint_PandaEnv_2024-01-01_16-25-04,sac_checkpoint_PandaEnv_2023-12-31_16-43-58
"[0.4659510622041614, -0.07528141347235863, 0.029000093331739994]","[0.0, 0.0, -0.33345524543992794, 0.9427659302756954]","[0.5269699458781604, -0.0006565910706101546, 0.24549521999362883]",stone,0.597898484,0.742208835,"[0, 0, 0]",0,506.709266,507.7362612,sac_checkpoint_PandaEnv_2024-01-01_16-25-04,sac_checkpoint_PandaEnv_2023-12-31_16-43-58
