object_position,object_orientation,robot_pose,object_name,object_mass,object_friction,position_noise,orientation_noise,pregrasp_reward,grasp_reward,pregrasp_grasp_checkpoint,grasp_checkpoint
"[0.5, 0.0, 0.021999999999262276]","[0.0, 0.0, 0.0, 1.0]","[0.4906030345241885, 0.014569981446141592, 0.2919175905364137]",cube,0.277027697,0.933495828,"[0, 0, 0]",0,518.2576687,495.7727581,sac_checkpoint_PandaEnv_2024-01-01_16-25-04,sac_checkpoint_PandaEnv_2023-12-31_16-43-58
"[0.5, 0.0, 0.02199999999932649]","[0.0, 0.0, 0.0, 1.0]","[0.5319149918482761, -0.014397872201733976, 0.29474997636474404]",cube,0.253199563,0.727489848,"[0, 0, 0]",0,518.0661418,505.5753504,sac_checkpoint_PandaEnv_2024-01-01_16-25-04,sac_checkpoint_PandaEnv_2023-12-31_16-43-58
"[0.5, 0.0, 0.021999999999085456]","[0.0, 0.0, 0.0, 1.0]","[0.4807814306679561, 0.0014917347894087066, 0.20641510285589973]",cube,0.342637271,0.527967646,"[0, 0, 0]",0,517.3846491,502.7840757,sac_checkpoint_PandaEnv_2024-01-01_16-25-04,sac_checkpoint_PandaEnv_2023-12-31_16-43-58
"[0.5, 0.0, 0.02199999999839426]","[0.0, 0.0, 0.0, 1.0]","[0.4671456828350659, 0.03176260145648273, 0.20091033764391225]",cube,0.599111622,0.90065466,"[0, 0, 0]",0,517.3099003,498.5212513,sac_checkpoint_PandaEnv_2024-01-01_16-25-04,sac_checkpoint_PandaEnv_2023-12-31_16-43-58
"[0.5, 0.0, 0.021999999998616095]","[0.0, 0.0, 0.0, 1.0]","[0.4860513929200116, 0.007596285445162929, 0.21098225283644298]",cube,0.516798173,0.813797751,"[0, 0, 0]",0,517.2756232,495.787482,sac_checkpoint_PandaEnv_2024-01-01_16-25-04,sac_checkpoint_PandaEnv_2023-12-31_16-43-58
"[0.5, 0.0, 0.021999999998041354]","[0.0, 0.0, 0.0, 1.0]","[0.4819071653954901, 0.004634812009358981, 0.29129890979836415]",cube,0.730059497,0.590538888,"[0, 0, 0]",0,516.8014627,227.1617981,sac_checkpoint_PandaEnv_2024-01-01_16-25-04,sac_checkpoint_PandaEnv_2023-12-31_16-43-58
"[0.5, 0.0, 0.02199999999841522]","[0.0, 0.0, 0.0, 1.0]","[0.46618347433255836, 0.011369537240405549, 0.2580668422120958]",cube,0.591332773,0.919612861,"[0, 0, 0]",0,516.2555661,11.04423978,sac_checkpoint_PandaEnv_2024-01-01_16-25-04,sac_checkpoint_PandaEnv_2023-12-31_16-43-58
"[0.5, 0.0, 0.02199999999936162]","[0.0, 0.0, 0.0, 1.0]","[0.4810542728026332, -0.035821939149605256, 0.2665886290400197]",cube,0.240164157,0.659887023,"[0, 0, 0]",0,515.9635421,498.5669311,sac_checkpoint_PandaEnv_2024-01-01_16-25-04,sac_checkpoint_PandaEnv_2023-12-31_16-43-58
"[0.5, 0.0, 0.02199999999862233]","[0.0, 0.0, 0.0, 1.0]","[0.4859671441848429, -0.028155365184013716, 0.26702435137518055]",cube,0.514483572,0.612612935,"[0, 0, 0]",0,515.8378907,495.7884256,sac_checkpoint_PandaEnv_2024-01-01_16-25-04,sac_checkpoint_PandaEnv_2023-12-31_16-43-58
"[0.5, 0.0, 0.021999999999206696]","[0.0, 0.0, 0.0, 1.0]","[0.47543301520365394, -0.01634013132525125, 0.27079270165646724]",cube,0.297649799,0.721701999,"[0, 0, 0]",0,515.6673731,495.8,sac_checkpoint_PandaEnv_2024-01-01_16-25-04,sac_checkpoint_PandaEnv_2023-12-31_16-43-58
"[0.5, 0.0, 0.021999999999283544]","[0.0, 0.0, 0.0, 1.0]","[0.48372282153620566, -0.015456579041802664, 0.29483708508801176]",cube,0.269134929,0.582145663,"[0, 0, 0]",0,514.928911,495.7745452,sac_checkpoint_PandaEnv_2024-01-01_16-25-04,sac_checkpoint_PandaEnv_2023-12-31_16-43-58
"[0.5, 0.0, 0.021999999998423204]","[0.0, 0.0, 0.0, 1.0]","[0.5061838572706784, 0.03833929813283059, 0.26380225646306577]",cube,0.588370873,0.965652003,"[0, 0, 0]",0,514.2745432,508.2748348,sac_checkpoint_PandaEnv_2024-01-01_16-25-04,sac_checkpoint_PandaEnv_2023-12-31_16-43-58
"[0.5, 0.0, 0.021999999999009423]","[0.0, 0.0, 0.0, 1.0]","[0.45788740765901337, -0.024921751482721455, 0.20796695306181626]",cube,0.370850796,0.548459044,"[0, 0, 0]",0,514.0327029,160.6313228,sac_checkpoint_PandaEnv_2024-01-01_16-25-04,sac_checkpoint_PandaEnv_2023-12-31_16-43-58
