object_position,object_orientation,robot_pose,object_name,object_mass,object_friction,position_noise,orientation_noise,pregrasp_reward,grasp_reward,pregrasp_grasp_checkpoint,grasp_checkpoint
"[0.4514128828952552, -0.0739058721540623, 0.03450000211773837]","[0.0, 0.0, -0.3801533110721593, 0.9249234887713005]","[0.4509742905757205, 0.04245924409073484, 0.23994448486949257]",cylinder,0.606658545,0.689264752,"[0, 0, 0]",0,521.2817305,512.6891599,sac_checkpoint_PandaEnv_2024-01-01_16-25-04,sac_checkpoint_PandaEnv_2023-12-31_16-43-58
"[0.4540929221809501, -0.03542983759062279, 0.03450000132245218]","[0.0, 0.0, 0.14557926157837764, 0.9893465917454278]","[0.4962788063428826, -0.04143884717533722, 0.26754278795872566]",cylinder,0.387896485,0.418240373,"[0, 0, 0]",0,514.0603961,508.0025056,sac_checkpoint_PandaEnv_2024-01-01_16-25-04,sac_checkpoint_PandaEnv_2023-12-31_16-43-58
"[0.45750419450894914, -0.05351319106010412, 0.034500001444037684]","[0.0, 0.0, 0.40144738152199616, 0.915882088409383]","[0.5499523136985072, -0.04008956112349713, 0.22373341795153812]",cylinder,0.418657862,0.755665456,"[0, 0, 0]",0,513.7319211,507.4059364,sac_checkpoint_PandaEnv_2024-01-01_16-25-04,sac_checkpoint_PandaEnv_2023-12-31_16-43-58
"[0.5139214011527025, -0.06763065648585229, 0.03450000106777006]","[0.0, 0.0, -0.4756351353368991, 0.8796426649685938]","[0.5081342105233796, -0.04959070358326939, 0.2661421960600448]",cylinder,0.316881216,0.702249261,"[0, 0, 0]",0,511.2469252,504.9258762,sac_checkpoint_PandaEnv_2024-01-01_16-25-04,sac_checkpoint_PandaEnv_2023-12-31_16-43-58
"[0.5393909588759742, -0.0637079263401004, 0.03450000140681161]","[0.0, 0.0, -0.11322948492683528, 0.993568862104285]","[0.4720478309213032, -0.026503780240504204, 0.2413656283652429]",cylinder,0.410951301,0.546667257,"[0, 0, 0]",0,511.8318179,502.7616748,sac_checkpoint_PandaEnv_2024-01-01_16-25-04,sac_checkpoint_PandaEnv_2023-12-31_16-43-58
"[0.47396897215809325, -0.03246710874140675, 0.03450000101913008]","[0.0, 0.0, -0.24921478334826633, 0.9684482390714936]","[0.47517771309926815, 0.0030796974642233535, 0.21696597551149008]",cylinder,0.303315769,0.660439164,"[0, 0, 0]",0,507.4211503,502.609187,sac_checkpoint_PandaEnv_2024-01-01_16-25-04,sac_checkpoint_PandaEnv_2023-12-31_16-43-58
"[0.5226768608716239, 0.0796653678664858, 0.034500002438718154]","[0.0, 0.0, 0.2459422433863367, 0.9692844850290837]","[0.4553419707346352, 0.018120102036417923, 0.23413426155151987]",cylinder,0.697026608,0.561462197,"[0, 0, 0]",0,510.885054,502.5709287,sac_checkpoint_PandaEnv_2024-01-01_16-25-04,sac_checkpoint_PandaEnv_2023-12-31_16-43-58
"[0.5387909486701098, 0.028610062005561737, 0.034500000682491726]","[0.0, 0.0, -0.3020810149720054, 0.9532822564138509]","[0.5418808550622288, 0.027321699308745992, 0.25329500897847834]",cylinder,0.210121648,0.41532357,"[0, 0, 0]",0,509.3419988,502.5589012,sac_checkpoint_PandaEnv_2024-01-01_16-25-04,sac_checkpoint_PandaEnv_2023-12-31_16-43-58
"[0.5247204453318287, -0.026409188086991636, 0.034500001337242354]","[0.0, 0.0, 0.2719757505534746, 0.9623041053174792]","[0.47669016276190795, -0.03245041816680664, 0.28587776815826954]",cylinder,0.389677063,0.526506011,"[0, 0, 0]",0,511.3484557,502.5432863,sac_checkpoint_PandaEnv_2024-01-01_16-25-04,sac_checkpoint_PandaEnv_2023-12-31_16-43-58
"[0.5448497870766666, 0.05826041161526262, 0.034500001907863405]","[0.0, 0.0, 0.3030459057203073, 0.9529759593117544]","[0.47611247834014625, -0.005379414621802456, 0.25575615012481523]",cylinder,0.549849661,0.409666053,"[0, 0, 0]",0,510.5455722,502.5189483,sac_checkpoint_PandaEnv_2024-01-01_16-25-04,sac_checkpoint_PandaEnv_2023-12-31_16-43-58
