object_position,object_orientation,robot_pose,object_name,object_mass,object_friction,position_noise,orientation_noise,pregrasp_reward,grasp_reward,pregrasp_grasp_checkpoint,grasp_checkpoint
"[0.46034444676682396, -0.004484028043713104, 0.03450000066592717]","[0.0, 0.0, -0.5105658155433723, 0.8598386755656733]","[0.5347650889982216, -0.005036705069862382, 0.26745226160897206]",cylinder,0.205415957,0.79716093,"[0, 0, 0]",0,527.1259381,509.713725,sac_checkpoint_PandaEnv_2024-01-01_16-25-04,sac_checkpoint_PandaEnv_2023-12-31_16-43-58
"[0.4786119694998122, 0.040458304963597674, 0.034500000818735145]","[0.0, 0.0, -0.31916779338276513, 0.9476982218339214]","[0.5447001464255147, 0.0015387453135348172, 0.21728411254820662]",cylinder,0.246336634,0.998470717,"[0, 0, 0]",0,511.6575736,507.6814703,sac_checkpoint_PandaEnv_2024-01-01_16-25-04,sac_checkpoint_PandaEnv_2023-12-31_16-43-58
"[0.5093127795571945, -0.07189936788229508, 0.034500002396135654]","[0.0, 0.0, -0.05533664149882336, 0.9984677541651662]","[0.5484846379903284, 0.011006828224726983, 0.29652888104207575]",cylinder,0.68405734,0.764787532,"[0, 0, 0]",0,519.9872204,505.5687463,sac_checkpoint_PandaEnv_2024-01-01_16-25-04,sac_checkpoint_PandaEnv_2023-12-31_16-43-58
"[0.5466317065476513, 0.04409690309257723, 0.03450000258518042]","[0.0, 0.0, 0.3344619605487455, 0.9424092513053389]","[0.473668562593306, 0.006599020407113763, 0.2467752236315405]",cylinder,0.73575815,0.5288459,"[0, 0, 0]",0,509.1697203,504.9704736,sac_checkpoint_PandaEnv_2024-01-01_16-25-04,sac_checkpoint_PandaEnv_2023-12-31_16-43-58
"[0.5090589859381879, -0.018225669087217594, 0.034500001286470336]","[0.0, 0.0, 0.06575947936588404, 0.997835502912944]","[0.48539619513224463, -0.009083938885086504, 0.21901327664326292]",cylinder,0.377592205,0.496601676,"[0, 0, 0]",0,517.6701724,502.7622827,sac_checkpoint_PandaEnv_2024-01-01_16-25-04,sac_checkpoint_PandaEnv_2023-12-31_16-43-58
"[0.5046583002336446, -0.001968849268274328, 0.03450000259881762]","[0.0, 0.0, -0.1778779352677475, 0.9840525596455115]","[0.535430912794983, -0.005253758909548344, 0.26092700875206487]",cylinder,0.741417311,0.629938392,"[0, 0, 0]",0,512.2523024,502.6715064,sac_checkpoint_PandaEnv_2024-01-01_16-25-04,sac_checkpoint_PandaEnv_2023-12-31_16-43-58
"[0.5210368061224848, 0.05295095541708818, 0.03450000206259172]","[0.0, 0.0, 0.09929876277910801, 0.9950576645152472]","[0.45512800523284935, 0.019530409073590937, 0.21785504402856393]",cylinder,0.592745712,0.773537838,"[0, 0, 0]",0,515.6366607,502.670516,sac_checkpoint_PandaEnv_2024-01-01_16-25-04,sac_checkpoint_PandaEnv_2023-12-31_16-43-58
"[0.4732194442459232, 0.03240085816497158, 0.034500001030653156]","[0.0, 0.0, 0.20719818939533508, 0.978298988199055]","[0.48602845126941624, -0.036137412585657905, 0.20597955693223335]",cylinder,0.305901927,0.71438937,"[0, 0, 0]",0,511.3380486,502.6701161,sac_checkpoint_PandaEnv_2024-01-01_16-25-04,sac_checkpoint_PandaEnv_2023-12-31_16-43-58
"[0.542192059718119, 0.022976670977082794, 0.03450000125709652]","[0.0, 0.0, -0.2170630070758017, 0.9761575953498546]","[0.4614279991283285, 0.0047856997885095814, 0.25838306100186337]",cylinder,0.367574431,0.439913249,"[0, 0, 0]",0,520.8930736,502.6020635,sac_checkpoint_PandaEnv_2024-01-01_16-25-04,sac_checkpoint_PandaEnv_2023-12-31_16-43-58
"[0.5224962313961503, -0.04974068339586504, 0.034500001445056105]","[0.0, 0.0, -0.35895092153441116, 0.9333564356287457]","[0.4570795158124108, 0.01858303868805647, 0.27082962855667914]",cylinder,0.421551771,0.983088025,"[0, 0, 0]",0,508.9760718,502.5375134,sac_checkpoint_PandaEnv_2024-01-01_16-25-04,sac_checkpoint_PandaEnv_2023-12-31_16-43-58
