object_position,object_orientation,robot_pose,object_name,object_mass,object_friction,position_noise,orientation_noise,pregrasp_reward,grasp_reward,pregrasp_grasp_checkpoint,grasp_checkpoint
"[0.5224567401643079, -0.04588659934926428, 0.021999999998497957]","[0.0, 0.0, 0.43977389785752363, 0.8981085228207114]","[0.4931754261786248, -0.03614779131928976, 0.20912837312879068]",cube,0.558177848,0.563896139,"[0, 0, 0]",0,511.9779741,531.0574724,sac_checkpoint_PandaEnv_2024-01-01_16-25-04,sac_checkpoint_PandaEnv_2023-12-31_16-43-58
"[0.475374583710759, 0.004850017849927155, 0.0219999999992413]","[0.0, 0.0, 0.21000570896401682, 0.9777001596617035]","[0.5239785385784118, 0.047010192232785006, 0.25160271725486705]",cube,0.282911921,0.983709559,"[0, 0, 0]",0,511.6447074,519.0098436,sac_checkpoint_PandaEnv_2024-01-01_16-25-04,sac_checkpoint_PandaEnv_2023-12-31_16-43-58
"[0.5301743115023846, -0.033360461322235364, 0.021999999998307155]","[0.0, 0.0, 0.504527152650124, 0.8633958259331339]","[0.5239781790780053, 0.02581396624567038, 0.2666217416632146]",cube,0.629394915,0.54368931,"[0, 0, 0]",0,518.2695813,516.5193563,sac_checkpoint_PandaEnv_2024-01-01_16-25-04,sac_checkpoint_PandaEnv_2023-12-31_16-43-58
"[0.47147866102501257, -0.03244215911113638, 0.02199999999913737]","[0.0, 0.0, -0.4659341668924446, 0.8848193895492139]","[0.4688130121787593, 0.04816253036637745, 0.2497599773037603]",cube,0.321092474,0.588323201,"[0, 0, 0]",0,525.6977733,515.4487442,sac_checkpoint_PandaEnv_2024-01-01_16-25-04,sac_checkpoint_PandaEnv_2023-12-31_16-43-58
"[0.521454640809896, 0.012856027373428933, 0.02199999999822389]","[0.0, 0.0, -0.4804413346591119, 0.8770268661511865]","[0.4714606518537875, 0.02373270023468875, 0.25054754588347594]",cube,0.660125273,0.623902757,"[0, 0, 0]",0,522.6008191,515.1591807,sac_checkpoint_PandaEnv_2024-01-01_16-25-04,sac_checkpoint_PandaEnv_2023-12-31_16-43-58
"[0.4638534511655306, -0.05525994615709308, 0.02199999999882094]","[0.0, 0.0, 0.22771185165078953, 0.9737285620837918]","[0.5217564050818624, -0.027886838257915415, 0.2765251498706508]",cube,0.438756729,0.78360992,"[0, 0, 0]",0,514.3001426,513.525657,sac_checkpoint_PandaEnv_2024-01-01_16-25-04,sac_checkpoint_PandaEnv_2023-12-31_16-43-58
"[0.4929355464217867, -0.016516717053584568, 0.021999999998653208]","[0.0, 0.0, 0.37456182828057627, 0.9272019395984415]","[0.5285113191131051, -0.030766525689445615, 0.227597253244124]",cube,0.500522849,0.990475972,"[0, 0, 0]",0,515.2767373,513.0528662,sac_checkpoint_PandaEnv_2024-01-01_16-25-04,sac_checkpoint_PandaEnv_2023-12-31_16-43-58
"[0.5058234215529611, -0.04140090529330552, 0.021999999998861104]","[0.0, 0.0, 0.4810659239974405, 0.8766844225652061]","[0.5420368859295039, -0.02710185987538534, 0.20853302171898191]",cube,0.423684278,0.987690796,"[0, 0, 0]",0,508.9017368,509.6205297,sac_checkpoint_PandaEnv_2024-01-01_16-25-04,sac_checkpoint_PandaEnv_2023-12-31_16-43-58
"[0.4538980564227003, 0.07344560419644024, 0.021999999999257697]","[0.0, 0.0, 0.082248200197396, 0.9966118770937306]","[0.4666262833940937, 0.013965631386939945, 0.20854576945250416]",cube,0.278163671,0.674736322,"[0, 0, 0]",0,510.5474611,509.4322714,sac_checkpoint_PandaEnv_2024-01-01_16-25-04,sac_checkpoint_PandaEnv_2023-12-31_16-43-58
"[0.5404670339891359, 0.05934864117677059, 0.02199999999810543]","[0.0, 0.0, 0.33214451376744647, 0.9432285099455946]","[0.4585979119207842, -0.029652121867205283, 0.29099476768846966]",cube,0.703811986,0.757580026,"[0, 0, 0]",0,517.7166214,508.738804,sac_checkpoint_PandaEnv_2024-01-01_16-25-04,sac_checkpoint_PandaEnv_2023-12-31_16-43-58
