object_position,object_orientation,robot_pose,object_name,object_mass,object_friction,position_noise,orientation_noise,pregrasp_reward,grasp_reward,pregrasp_grasp_checkpoint,grasp_checkpoint
"[0.4912637194282483, 0.04802156634908093, 0.03450000086136632]","[0.0, 0.0, 0.21456499501917187, 0.9767097127153097]","[0.5465458805809568, -0.008600851184766833, 0.29954693904129404]",cylinder,0.259981306,0.458385924,"[-0.0009704616792496823, -0.0008073627583020946, 0.0]",0.069088204,514.2082977,507.7992499,sac_checkpoint_PandaEnv_2024-01-01_16-25-04,sac_checkpoint_PandaEnv_2023-12-31_16-43-58
"[0.4949750760249821, -0.05682752915943496, 0.03450000094872663]","[0.0, 0.0, 0.01771698580669106, 0.9998430418890385]","[0.48023817613214653, -0.043663486624427886, 0.23759240469273973]",cylinder,0.28381271,0.78335261,"[-0.0041216775775835025, -0.004071345432907127, 0.0]",-0.136704259,510.59288,502.7762745,sac_checkpoint_PandaEnv_2024-01-01_16-25-04,sac_checkpoint_PandaEnv_2023-12-31_16-43-58
"[0.5043795426790801, -0.023716199073270217, 0.03450000189325675]","[0.0, 0.0, -0.10991346407116448, 0.9939411604395286]","[0.5045640650294687, -0.049573016891444145, 0.27582059451870566]",cylinder,0.546111403,0.416528812,"[-0.0030306681399022905, -5.3285922280295675e-05, 0.0]",0.126830979,512.5812995,502.7313243,sac_checkpoint_PandaEnv_2024-01-01_16-25-04,sac_checkpoint_PandaEnv_2023-12-31_16-43-58
"[0.4681569867162408, -0.05005069480050251, 0.034500002445410204]","[0.0, 0.0, -0.14488622184417618, 0.9894483224098771]","[0.4825764750864839, 0.016995739179023167, 0.2539006933247188]",cylinder,0.695725693,0.61547494,"[0.004266536132752804, -0.004800288688057804, 0.0]",-0.130304666,525.7636292,502.6818073,sac_checkpoint_PandaEnv_2024-01-01_16-25-04,sac_checkpoint_PandaEnv_2023-12-31_16-43-58
"[0.542876148328341, 0.025354938373798167, 0.0345000012359215]","[0.0, 0.0, -0.19186320665774917, 0.9814216779402245]","[0.5119826844215088, -0.03491142846933794, 0.2758836667892576]",cylinder,0.363477392,0.69719003,"[-0.0016779119710102074, -0.0010586723377031407, 0.0]",-0.099447766,510.6380406,502.6539233,sac_checkpoint_PandaEnv_2024-01-01_16-25-04,sac_checkpoint_PandaEnv_2023-12-31_16-43-58
"[0.48582421630240047, 0.0736942104766413, 0.034500001222633095]","[0.0, 0.0, 0.214047955441057, 0.9768231532736635]","[0.4583865519557488, 0.044399867248808886, 0.2065726008061985]",cylinder,0.359897437,0.413370759,"[-7.434160776890499e-05, -0.00041038628173408094, 0.0]",0.079401443,507.4920456,502.5928303,sac_checkpoint_PandaEnv_2024-01-01_16-25-04,sac_checkpoint_PandaEnv_2023-12-31_16-43-58
"[0.5003542045472518, 0.020178630698108754, 0.03450000217710787]","[0.0, 0.0, 0.23844812249877406, 0.9711552362402263]","[0.48586413960205144, -0.021084426552050884, 0.26757261021822104]",cylinder,0.624671862,0.681485668,"[0.002401015710996585, -0.00021555995325559484, 0.0]",-0.065600052,515.6140183,502.5765739,sac_checkpoint_PandaEnv_2024-01-01_16-25-04,sac_checkpoint_PandaEnv_2023-12-31_16-43-58
"[0.4891717456830118, -0.016383100727638628, 0.03450000110347412]","[0.0, 0.0, 0.2839689265765064, 0.9588334833217844]","[0.48338692019002844, 0.022060232426452997, 0.27775374461602453]",cylinder,0.326775498,0.552516647,"[0.00414646156057799, -0.0012232833127164698, 0.0]",-0.149667855,521.5028373,502.5498112,sac_checkpoint_PandaEnv_2024-01-01_16-25-04,sac_checkpoint_PandaEnv_2023-12-31_16-43-58
"[0.5341570340068382, -0.036922158164648576, 0.034500000969826]","[0.0, 0.0, 0.5087969281122511, 0.860886569731191]","[0.5056675016447362, 0.026727456226217597, 0.20806140644756535]",cylinder,0.289576257,0.675493483,"[-0.0015351410980863046, -1.4601696785191548e-05, 0.0]",-0.071149575,509.5512097,502.4153128,sac_checkpoint_PandaEnv_2024-01-01_16-25-04,sac_checkpoint_PandaEnv_2023-12-31_16-43-58
"[0.5410366794360095, -0.03246734792471491, 0.03450000071928744]","[0.0, 0.0, -0.44185511795278004, 0.8970864254568424]","[0.4560260443987848, -0.012674568873673756, 0.26259085518126396]",cylinder,0.220254766,0.433761627,"[0.0002591199787718582, -0.0006020494126216984, 0.0]",-0.160364705,509.9492252,495.4676294,sac_checkpoint_PandaEnv_2024-01-01_16-25-04,sac_checkpoint_PandaEnv_2023-12-31_16-43-58
